,code,time_key,open,close,high,low,volume,turnover,pe_ratio,turnover_rate,last_close,W240C,W220P,W260C,W000P,M240C,M220P,M260C,M200P,WS200,WS400,MS200,MS400
929,HK.999010,2022-01-05 00:50:00,23298.0,23296.0,23304.0,23292.0,92,2143408.0,0.0,0.0,23298.0,81.0,105.0,40.0,48.0,355.0,378.0,252.0,303.0,186.0,88.0,733.0,555.0
930,HK.999010,2022-01-05 00:55:00,23296.0,23298.0,23309.0,23295.0,62,1444728.0,0.0,0.0,23296.0,81.0,102.0,40.0,51.0,355.0,378.0,252.0,303.0,183.0,91.0,733.0,555.0
931,HK.999010,2022-01-05 01:00:00,23303.0,23286.0,23303.0,23285.0,74,1723708.0,0.0,0.0,23298.0,81.0,102.0,40.0,49.0,355.0,378.0,252.0,303.0,183.0,89.0,733.0,555.0
932,HK.999010,2022-01-05 01:05:00,23286.0,23277.0,23288.0,23272.0,86,2002076.0,0.0,0.0,23286.0,81.0,102.0,40.0,55.0,355.0,378.0,252.0,303.0,183.0,95.0,733.0,555.0
933,HK.999010,2022-01-05 01:10:00,23276.0,23284.0,23285.0,23272.0,56,1303624.0,0.0,0.0,23277.0,81.0,102.0,36.0,55.0,355.0,378.0,252.0,303.0,183.0,91.0,733.0,555.0
934,HK.999010,2022-01-05 01:15:00,23280.0,23295.0,23296.0,23274.0,121,2817083.0,0.0,0.0,23284.0,81.0,102.0,36.0,55.0,355.0,378.0,252.0,303.0,183.0,91.0,733.0,555.0
935,HK.999010,2022-01-05 01:20:00,23293.0,23286.0,23294.0,23286.0,38,884998.0,0.0,0.0,23295.0,81.0,105.0,36.0,55.0,355.0,378.0,252.0,303.0,186.0,91.0,733.0,555.0
936,HK.999010,2022-01-05 01:25:00,23283.0,23282.0,23290.0,23280.0,57,1327191.0,0.0,0.0,23286.0,81.0,105.0,36.0,55.0,355.0,378.0,252.0,303.0,186.0,91.0,733.0,555.0
937,HK.999010,2022-01-05 01:30:00,23282.0,23288.0,23288.0,23278.0,52,1210686.0,0.0,0.0,23282.0,81.0,105.0,36.0,55.0,355.0,378.0,252.0,303.0,186.0,91.0,733.0,555.0
938,HK.999010,2022-01-05 01:35:00,23287.0,23281.0,23291.0,23279.0,78,1816027.0,0.0,0.0,23288.0,81.0,105.0,36.0,55.0,355.0,378.0,252.0,303.0,186.0,91.0,733.0,555.0
939,HK.999010,2022-01-05 01:40:00,23283.0,23286.0,23288.0,23281.0,36,838266.0,0.0,0.0,23281.0,81.0,105.0,36.0,55.0,355.0,378.0,252.0,303.0,186.0,91.0,733.0,555.0
940,HK.999010,2022-01-05 01:45:00,23290.0,23285.0,23293.0,23284.0,29,675379.0,0.0,0.0,23286.0,81.0,105.0,36.0,55.0,355.0,378.0,252.0,303.0,186.0,91.0,733.0,555.0
941,HK.999010,2022-01-05 01:50:00,23285.0,23287.0,23293.0,23283.0,27,628718.0,0.0,0.0,23285.0,81.0,105.0,36.0,55.0,355.0,378.0,252.0,303.0,186.0,91.0,733.0,555.0
942,HK.999010,2022-01-05 01:55:00,23287.0,23283.0,23287.0,23281.0,17,395833.0,0.0,0.0,23287.0,81.0,105.0,39.0,55.0,355.0,378.0,252.0,303.0,186.0,94.0,733.0,555.0
943,HK.999010,2022-01-05 02:00:00,23284.0,23272.0,23284.0,23271.0,53,1233710.0,0.0,0.0,23283.0,81.0,105.0,39.0,55.0,355.0,378.0,252.0,303.0,186.0,94.0,733.0,555.0
944,HK.999010,2022-01-05 02:05:00,23271.0,23267.0,23271.0,23265.0,58,1349549.0,0.0,0.0,23272.0,81.0,105.0,39.0,55.0,355.0,378.0,252.0,303.0,186.0,94.0,733.0,555.0
945,HK.999010,2022-01-05 02:10:00,23267.0,23275.0,23279.0,23264.0,61,1419459.0,0.0,0.0,23267.0,81.0,105.0,39.0,55.0,355.0,378.0,252.0,303.0,186.0,94.0,733.0,555.0
946,HK.999010,2022-01-05 02:15:00,23274.0,23277.0,23278.0,23271.0,39,907735.0,0.0,0.0,23275.0,81.0,105.0,39.0,55.0,355.0,378.0,252.0,303.0,186.0,94.0,733.0,555.0
947,HK.999010,2022-01-05 02:20:00,23278.0,23267.0,23284.0,23264.0,113,2630023.0,0.0,0.0,23277.0,81.0,105.0,39.0,55.0,355.0,378.0,252.0,303.0,186.0,94.0,733.0,555.0
948,HK.999010,2022-01-05 02:25:00,23266.0,23256.0,23266.0,23254.0,88,2046782.0,0.0,0.0,23267.0,81.0,105.0,33.0,60.0,355.0,378.0,252.0,303.0,186.0,93.0,733.0,555.0
949,HK.999010,2022-01-05 02:30:00,23256.0,23261.0,23270.0,23255.0,151,3512636.0,0.0,0.0,23256.0,81.0,105.0,33.0,60.0,355.0,378.0,252.0,303.0,186.0,93.0,733.0,555.0
950,HK.999010,2022-01-05 02:35:00,23262.0,23248.0,23264.0,23242.0,109,2534335.0,0.0,0.0,23261.0,81.0,105.0,33.0,60.0,355.0,378.0,252.0,303.0,186.0,93.0,733.0,555.0
951,HK.999010,2022-01-05 02:40:00,23247.0,23261.0,23265.0,23246.0,172,3999683.0,0.0,0.0,23248.0,81.0,105.0,33.0,60.0,355.0,378.0,252.0,303.0,186.0,93.0,733.0,555.0
952,HK.999010,2022-01-05 02:45:00,23260.0,23259.0,23265.0,23258.0,92,2139964.0,0.0,0.0,23261.0,81.0,105.0,33.0,60.0,355.0,378.0,252.0,303.0,186.0,93.0,733.0,555.0
953,HK.999010,2022-01-05 02:50:00,23260.0,23265.0,23269.0,23255.0,89,2070344.0,0.0,0.0,23259.0,81.0,105.0,33.0,60.0,355.0,378.0,252.0,303.0,186.0,93.0,733.0,555.0
954,HK.999010,2022-01-05 02:55:00,23263.0,23260.0,23267.0,23254.0,32,744406.0,0.0,0.0,23265.0,81.0,105.0,33.0,60.0,355.0,378.0,252.0,303.0,186.0,93.0,733.0,555.0
955,HK.999010,2022-01-05 03:00:00,23258.0,23243.0,23283.0,23243.0,163,3790684.0,0.0,0.0,23260.0,81.0,105.0,33.0,60.0,355.0,378.0,252.0,303.0,186.0,93.0,733.0,555.0
956,HK.999010,2022-01-05 09:20:00,23247.0,23314.0,23329.0,23247.0,2580,60086768.0,0.0,0.0,23243.0,100.0,105.0,43.0,36.0,358.0,350.0,267.0,303.0,205.0,79.0,708.0,570.0
957,HK.999010,2022-01-05 09:25:00,23314.0,23315.0,23326.0,23301.0,858,20001568.0,0.0,0.0,23314.0,101.0,92.0,45.0,44.0,359.0,350.0,268.0,279.0,193.0,89.0,709.0,547.0
958,HK.999010,2022-01-05 09:30:00,23315.0,23315.0,23325.0,23300.0,713,16622708.0,0.0,0.0,23315.0,104.0,93.0,43.0,44.0,354.0,350.0,270.0,273.0,197.0,87.0,704.0,543.0
959,HK.999010,2022-01-05 09:35:00,23315.0,23254.0,23316.0,23238.0,4551,105916315.0,0.0,0.0,23315.0,81.0,120.0,33.0,58.0,325.0,378.0,243.0,295.0,201.0,91.0,703.0,538.0
960,HK.999010,2022-01-05 09:40:00,23255.0,23193.0,23255.0,23178.0,3711,86112461.0,0.0,0.0,23254.0,63.0,143.0,24.0,73.0,302.0,410.0,222.0,321.0,206.0,97.0,712.0,543.0
961,HK.999010,2022-01-05 09:45:00,23195.0,23169.0,23205.0,23149.0,3258,75508859.0,0.0,0.0,23193.0,58.0,159.0,22.0,82.0,295.0,404.0,221.0,321.0,217.0,104.0,699.0,542.0
962,HK.999010,2022-01-05 09:50:00,23170.0,23127.0,23188.0,23115.0,3261,75487751.0,0.0,0.0,23169.0,49.0,188.0,18.0,97.0,278.0,439.0,207.0,346.0,237.0,115.0,717.0,553.0
