,code,time_key,open,close,high,low,volume,turnover,pe_ratio,turnover_rate,last_close,W240C,W220P,W260C,W000P,M240C,M220P,M260C,M200P,WS200,WS400,MS200,MS400
963,HK.999010,2022-01-05 09:55:00,23126.0,23113.0,23157.0,23107.0,2413,55821413.0,0.0,0.0,23127.0,45.0,195.0,18.0,100.0,276.0,439.0,204.0,356.0,240.0,118.0,715.0,560.0
964,HK.999010,2022-01-05 10:00:00,23111.0,23102.0,23126.0,23101.0,1707,39450295.0,0.0,0.0,23113.0,44.0,193.0,16.0,103.0,272.0,449.0,200.0,358.0,237.0,119.0,721.0,558.0
965,HK.999010,2022-01-05 10:05:00,23103.0,23061.0,23119.0,23054.0,3574,82529757.0,0.0,0.0,23102.0,38.0,220.0,15.0,122.0,255.0,480.0,190.0,382.0,258.0,137.0,735.0,572.0
966,HK.999010,2022-01-05 10:10:00,23061.0,23034.0,23070.0,23009.0,3129,72090946.0,0.0,0.0,23061.0,36.0,263.0,14.0,144.0,244.0,488.0,184.0,400.0,299.0,158.0,732.0,584.0
967,HK.999010,2022-01-05 10:15:00,23033.0,23049.0,23065.0,23024.0,2006,46230828.0,0.0,0.0,23034.0,38.0,228.0,15.0,131.0,260.0,492.0,190.0,393.0,266.0,146.0,752.0,583.0
968,HK.999010,2022-01-05 10:20:00,23049.0,23060.0,23065.0,23037.0,1548,35679821.0,0.0,0.0,23049.0,38.0,240.0,15.0,133.0,260.0,492.0,192.0,394.0,278.0,148.0,752.0,586.0
969,HK.999010,2022-01-05 10:25:00,23061.0,23034.0,23069.0,23015.0,1714,39491057.0,0.0,0.0,23060.0,33.0,258.0,12.0,135.0,250.0,512.0,185.0,410.0,291.0,147.0,762.0,595.0
970,HK.999010,2022-01-05 10:30:00,23034.0,23012.0,23047.0,23002.0,1374,31632406.0,0.0,0.0,23034.0,34.0,268.0,13.0,150.0,245.0,500.0,182.0,415.0,302.0,163.0,745.0,597.0
971,HK.999010,2022-01-05 10:35:00,23012.0,23038.0,23051.0,23002.0,1526,35137326.0,0.0,0.0,23012.0,38.0,250.0,16.0,130.0,251.0,500.0,191.0,405.0,288.0,146.0,751.0,596.0
972,HK.999010,2022-01-05 10:40:00,23038.0,23049.0,23057.0,23033.0,908,20924613.0,0.0,0.0,23038.0,39.0,238.0,16.0,130.0,260.0,500.0,191.0,393.0,277.0,146.0,760.0,584.0
973,HK.999010,2022-01-05 10:45:00,23046.0,23054.0,23060.0,23028.0,1068,24612706.0,0.0,0.0,23049.0,40.0,231.0,15.0,125.0,257.0,500.0,191.0,393.0,271.0,140.0,757.0,584.0
974,HK.999010,2022-01-05 10:50:00,23055.0,23081.0,23085.0,23048.0,1587,36607897.0,0.0,0.0,23054.0,44.0,214.0,17.0,114.0,266.0,471.0,198.0,378.0,258.0,131.0,737.0,576.0
975,HK.999010,2022-01-05 10:55:00,23081.0,23130.0,23154.0,23074.0,3867,89404317.0,0.0,0.0,23081.0,53.0,193.0,20.0,93.0,284.0,445.0,212.0,354.0,246.0,113.0,729.0,566.0
976,HK.999010,2022-01-05 11:00:00,23130.0,23197.0,23218.0,23127.0,4114,95390469.0,0.0,0.0,23130.0,65.0,144.0,25.0,70.0,305.0,407.0,227.0,318.0,209.0,95.0,712.0,545.0
977,HK.999010,2022-01-05 11:05:00,23195.0,23156.0,23211.0,23148.0,2347,54399460.0,0.0,0.0,23197.0,54.0,163.0,21.0,85.0,303.0,425.0,216.0,340.0,217.0,106.0,728.0,556.0
978,HK.999010,2022-01-05 11:10:00,23157.0,23125.0,23167.0,23114.0,1632,37758070.0,0.0,0.0,23156.0,47.0,186.0,18.0,95.0,276.0,444.0,205.0,353.0,233.0,113.0,720.0,558.0
979,HK.999010,2022-01-05 11:15:00,23126.0,23096.0,23129.0,23095.0,1363,31494087.0,0.0,0.0,23125.0,44.0,197.0,17.0,103.0,269.0,452.0,198.0,364.0,241.0,120.0,721.0,562.0
980,HK.999010,2022-01-05 11:20:00,23096.0,23100.0,23106.0,23083.0,1081,24963838.0,0.0,0.0,23096.0,41.0,196.0,17.0,106.0,271.0,462.0,198.0,366.0,237.0,123.0,733.0,564.0
981,HK.999010,2022-01-05 11:25:00,23099.0,23110.0,23123.0,23085.0,989,22852438.0,0.0,0.0,23100.0,45.0,190.0,18.0,95.0,275.0,455.0,203.0,355.0,235.0,113.0,730.0,558.0
982,HK.999010,2022-01-05 11:30:00,23109.0,23107.0,23114.0,23092.0,512,11827746.0,0.0,0.0,23110.0,41.0,195.0,15.0,102.0,273.0,454.0,199.0,355.0,236.0,117.0,727.0,554.0
983,HK.999010,2022-01-05 11:35:00,23110.0,23107.0,23122.0,23099.0,421,9729779.0,0.0,0.0,23107.0,46.0,195.0,15.0,100.0,274.0,449.0,199.0,363.0,241.0,115.0,723.0,562.0
984,HK.999010,2022-01-05 11:40:00,23106.0,23111.0,23132.0,23100.0,584,13499136.0,0.0,0.0,23107.0,43.0,182.0,17.0,96.0,277.0,449.0,209.0,363.0,225.0,113.0,726.0,572.0
985,HK.999010,2022-01-05 11:45:00,23109.0,23099.0,23120.0,23095.0,371,8572376.0,0.0,0.0,23111.0,41.0,198.0,17.0,101.0,273.0,449.0,205.0,359.0,239.0,118.0,722.0,564.0
986,HK.999010,2022-01-05 11:50:00,23099.0,23101.0,23105.0,23091.0,287,6629235.0,0.0,0.0,23099.0,41.0,201.0,17.0,100.0,268.0,449.0,200.0,365.0,242.0,117.0,717.0,565.0
987,HK.999010,2022-01-05 11:55:00,23096.0,23102.0,23108.0,23091.0,363,8385049.0,0.0,0.0,23101.0,39.0,201.0,17.0,101.0,268.0,453.0,201.0,360.0,240.0,118.0,721.0,561.0
988,HK.999010,2022-01-05 12:00:00,23103.0,23102.0,23108.0,23095.0,394,9102236.0,0.0,0.0,23102.0,40.0,194.0,14.0,98.0,272.0,456.0,202.0,365.0,234.0,112.0,728.0,567.0
989,HK.999010,2022-01-05 13:05:00,23083.0,23047.0,23092.0,23040.0,1980,45663753.0,0.0,0.0,23102.0,32.0,216.0,11.0,120.0,250.0,475.0,190.0,388.0,248.0,131.0,725.0,578.0
990,HK.999010,2022-01-05 13:10:00,23045.0,23020.0,23048.0,23020.0,1248,28749354.0,0.0,0.0,23047.0,30.0,216.0,11.0,130.0,250.0,475.0,181.0,395.0,246.0,141.0,725.0,576.0
991,HK.999010,2022-01-05 13:15:00,23021.0,23040.0,23042.0,23007.0,1306,30063425.0,0.0,0.0,23020.0,31.0,239.0,11.0,128.0,250.0,510.0,181.0,402.0,270.0,139.0,760.0,583.0
992,HK.999010,2022-01-05 13:20:00,23039.0,23048.0,23057.0,23036.0,843,19427379.0,0.0,0.0,23040.0,31.0,235.0,12.0,120.0,254.0,510.0,187.0,392.0,266.0,132.0,764.0,579.0
993,HK.999010,2022-01-05 13:25:00,23047.0,23025.0,23060.0,23017.0,754,17369280.0,0.0,0.0,23048.0,28.0,235.0,10.0,120.0,244.0,510.0,180.0,398.0,263.0,130.0,754.0,578.0
994,HK.999010,2022-01-05 13:30:00,23024.0,23001.0,23041.0,22988.0,1606,36952598.0,0.0,0.0,23025.0,24.0,262.0,8.0,139.0,235.0,510.0,172.0,412.0,286.0,147.0,745.0,584.0
995,HK.999010,2022-01-05 13:35:00,23002.0,22995.0,23026.0,22995.0,1110,25544686.0,0.0,0.0,23001.0,24.0,262.0,9.0,134.0,235.0,510.0,178.0,412.0,286.0,143.0,745.0,590.0
996,HK.999010,2022-01-05 13:40:00,22995.0,22974.0,22998.0,22962.0,1945,44685120.0,0.0,0.0,22995.0,20.0,286.0,7.0,154.0,231.0,510.0,170.0,428.0,306.0,161.0,741.0,598.0
997,HK.999010,2022-01-05 13:45:00,22975.0,22989.0,23004.0,22966.0,801,18415764.0,0.0,0.0,22974.0,24.0,286.0,8.0,145.0,237.0,510.0,176.0,425.0,310.0,153.0,747.0,601.0
998,HK.999010,2022-01-05 13:50:00,22989.0,22994.0,22998.0,22966.0,968,22243815.0,0.0,0.0,22989.0,24.0,276.0,8.0,150.0,230.0,538.0,174.0,420.0,300.0,158.0,768.0,594.0
999,HK.999010,2022-01-05 13:55:00,22994.0,22990.0,23009.0,22984.0,583,13408397.0,0.0,0.0,22994.0,25.0,276.0,9.0,150.0,241.0,526.0,176.0,418.0,301.0,159.0,767.0,594.0
