,code,time_key,open,close,high,low,volume,turnover,pe_ratio,turnover_rate,last_close
839,HK.HSI220128C23400,2022-01-04 17:20:00,347.0,347.0,347.0,347.0,0,0.0,0.0,0.0,347.0
840,HK.HSI220128C23400,2022-01-04 17:25:00,358.0,358.0,358.0,358.0,1,17900.0,0.0,0.0,347.0
841,HK.HSI220128C23400,2022-01-04 17:30:00,358.0,358.0,358.0,358.0,0,0.0,0.0,0.0,358.0
842,HK.HSI220128C23400,2022-01-04 17:35:00,358.0,358.0,358.0,358.0,0,0.0,0.0,0.0,358.0
843,HK.HSI220128C23400,2022-01-04 17:40:00,359.0,359.0,359.0,359.0,1,17950.0,0.0,0.0,358.0
844,HK.HSI220128C23400,2022-01-04 17:45:00,359.0,359.0,359.0,359.0,0,0.0,0.0,0.0,359.0
845,HK.HSI220128C23400,2022-01-04 17:50:00,360.0,360.0,360.0,360.0,5,90000.0,0.0,0.0,359.0
846,HK.HSI220128C23400,2022-01-04 17:55:00,362.0,365.0,365.0,362.0,2,36350.0,0.0,0.0,360.0
847,HK.HSI220128C23400,2022-01-04 18:00:00,365.0,365.0,365.0,365.0,9,164250.0,0.0,0.0,365.0
848,HK.HSI220128C23400,2022-01-04 18:05:00,365.0,365.0,365.0,365.0,0,0.0,0.0,0.0,365.0
849,HK.HSI220128C23400,2022-01-04 18:10:00,365.0,365.0,365.0,365.0,0,0.0,0.0,0.0,365.0
850,HK.HSI220128C23400,2022-01-04 18:15:00,365.0,365.0,365.0,365.0,0,0.0,0.0,0.0,365.0
851,HK.HSI220128C23400,2022-01-04 18:20:00,365.0,365.0,365.0,365.0,0,0.0,0.0,0.0,365.0
852,HK.HSI220128C23400,2022-01-04 18:25:00,365.0,365.0,365.0,365.0,0,0.0,0.0,0.0,365.0
853,HK.HSI220128C23400,2022-01-04 18:30:00,365.0,365.0,365.0,365.0,0,0.0,0.0,0.0,365.0
854,HK.HSI220128C23400,2022-01-04 18:35:00,370.0,370.0,370.0,370.0,1,18500.0,0.0,0.0,365.0
855,HK.HSI220128C23400,2022-01-04 18:40:00,370.0,370.0,370.0,370.0,1,18500.0,0.0,0.0,370.0
856,HK.HSI220128C23400,2022-01-04 18:45:00,376.0,376.0,376.0,376.0,1,18800.0,0.0,0.0,370.0
857,HK.HSI220128C23400,2022-01-04 18:50:00,374.0,374.0,374.0,374.0,4,74800.0,0.0,0.0,376.0
858,HK.HSI220128C23400,2022-01-04 18:55:00,367.0,367.0,367.0,367.0,1,18350.0,0.0,0.0,374.0
859,HK.HSI220128C23400,2022-01-04 19:00:00,367.0,367.0,367.0,367.0,0,0.0,0.0,0.0,367.0
860,HK.HSI220128C23400,2022-01-04 19:05:00,367.0,367.0,367.0,367.0,0,0.0,0.0,0.0,367.0
861,HK.HSI220128C23400,2022-01-04 19:10:00,367.0,367.0,367.0,367.0,0,0.0,0.0,0.0,367.0
862,HK.HSI220128C23400,2022-01-04 19:15:00,367.0,367.0,367.0,367.0,0,0.0,0.0,0.0,367.0
863,HK.HSI220128C23400,2022-01-04 19:20:00,367.0,367.0,367.0,367.0,0,0.0,0.0,0.0,367.0
864,HK.HSI220128C23400,2022-01-04 19:25:00,367.0,367.0,367.0,367.0,0,0.0,0.0,0.0,367.0
865,HK.HSI220128C23400,2022-01-04 19:30:00,367.0,367.0,367.0,367.0,0,0.0,0.0,0.0,367.0
866,HK.HSI220128C23400,2022-01-04 19:35:00,358.0,358.0,358.0,358.0,2,35800.0,0.0,0.0,367.0
867,HK.HSI220128C23400,2022-01-04 19:40:00,358.0,358.0,358.0,358.0,0,0.0,0.0,0.0,358.0
868,HK.HSI220128C23400,2022-01-04 19:45:00,358.0,358.0,358.0,358.0,0,0.0,0.0,0.0,358.0
869,HK.HSI220128C23400,2022-01-04 19:50:00,358.0,358.0,358.0,358.0,0,0.0,0.0,0.0,358.0
870,HK.HSI220128C23400,2022-01-04 19:55:00,378.0,378.0,378.0,378.0,1,18900.0,0.0,0.0,358.0
871,HK.HSI220128C23400,2022-01-04 20:00:00,378.0,378.0,378.0,378.0,0,0.0,0.0,0.0,378.0
872,HK.HSI220128C23400,2022-01-04 20:05:00,378.0,378.0,378.0,378.0,0,0.0,0.0,0.0,378.0
873,HK.HSI220128C23400,2022-01-04 20:10:00,378.0,378.0,378.0,378.0,0,0.0,0.0,0.0,378.0
874,HK.HSI220128C23400,2022-01-04 20:15:00,378.0,378.0,378.0,378.0,0,0.0,0.0,0.0,378.0
875,HK.HSI220128C23400,2022-01-04 20:20:00,378.0,378.0,378.0,378.0,0,0.0,0.0,0.0,378.0
876,HK.HSI220128C23400,2022-01-04 20:25:00,378.0,378.0,378.0,378.0,0,0.0,0.0,0.0,378.0
877,HK.HSI220128C23400,2022-01-04 20:30:00,364.0,364.0,364.0,364.0,1,18200.0,0.0,0.0,378.0
878,HK.HSI220128C23400,2022-01-04 20:35:00,364.0,364.0,364.0,364.0,0,0.0,0.0,0.0,364.0
